DATE,REVENUE,EBITDA_MARGIN,TAX_EXPENSE_MARGIN,CAPEX_MARGIN,CHNG_WC_MARGIN,REVENUE_GROWTH,EBITDA_GROWTH,CAPEX_GROWTH,TB3M,TB10YR,FIRM_VALUE,NON_OP_ASSETS,WADS,PRICE
2018-06-01,80771.0,0.23136995058870138,0.07049559866783871,0.045090440876057,0.02854985081279172,0.008918645465106012,-0.008741540672502879,0.06578252884986568,1.84,2.920625,157804.47400000002,-24381.0,915.2,151.21
2018-03-01,80057.0,0.2245916872853092,0.06785165569531709,0.0423073560088437,0.0872003697365627,0.011587060904725721,-0.004670821283486726,0.010626065360667125,1.56,2.7585245901639346,147399.38,-18782.0,919.4,139.7
2017-12-01,79140.0,0.2209528974981046,0.07130401819560273,0.04186252211271165,0.060133939853424315,0.009863845751400424,0.005133317082817168,0.002640669439753829,1.2066666666666668,2.371451612903226,160843.127,-18121.0,925.4,153.43
2017-09-01,78367.0,0.22493156951267756,0.0076818048413235165,0.04175226817410389,0.07731570686641061,-0.0009306476287608278,-0.003530793191340531,-0.020619642471079724,1.0366666666666666,2.2414285714285715,157484.544,-18322.0,928.9,153.42
2017-06-01,78440.0,0.22218526654767978,0.008567057623661398,0.04263131055583886,-0.01139724630290668,-0.01195379712554634,-0.00041851053494690316,-0.05303382380596211,0.89,2.260952380952381,150841.168,-14313.0,933.2,145.08
2017-03-01,79389.0,0.22185960659537218,0.013931401075715779,0.045018831324238874,-0.08251772915643225,-0.006619284766886113,0.0006504571437244699,-0.034402855134051946,0.59,2.4466129032258066,161528.074,-14524.0,939.6,153.83
2016-12-01,79918.0,0.2223654245601742,0.005655797192121925,0.04662278835806702,-0.007782977551990791,-0.0036155994414521775,-0.0002962923037368448,-0.02081157145225465,0.43,2.1386885245901643,182806.17799999999,-15728.0,947.8,174.14
2016-09-01,80208.0,0.22213494913225612,0.007592758827049671,0.047613704368641534,-0.017379812487532415,-0.0006727965911639266,0.016195265352824784,-0.020109964093357302,0.2966666666666667,1.564375,174218.227,-16903.0,952.7,165.99
2016-06-01,80262.0,0.23453190800129575,0.010702449477959682,0.04859086491739553,0.003613166878473001,-0.007113079406707357,0.012404190983299479,0.025839578826717835,0.25666666666666665,1.75015625,169013.425,-15316.0,957.3,158.85
2016-03-01,80837.0,0.24391058549921446,0.012519019755804892,0.047366923562230163,0.028242017887848386,-0.011083517854739822,0.018103927281285292,0.024045076103512253,0.2866666666666667,1.9142622950819672,158998.63199999998,-16438.0,960.5,151.78
